{Epoch 0, Train_Loss: 0.587559163570404, Valid_Loss: 7.08043098449707, Accuracy: 0.0},
{Epoch 1, Train_Loss: 0.6569662690162659, Valid_Loss: 8.907297134399414, Accuracy: 0.0},
{Epoch 2, Train_Loss: 0.6721200942993164, Valid_Loss: 9.218232154846191, Accuracy: 0.0},
{Epoch 3, Train_Loss: 0.5733593702316284, Valid_Loss: 9.700304985046387, Accuracy: 0.0},
{Epoch 4, Train_Loss: 0.48133477568626404, Valid_Loss: 9.451176643371582, Accuracy: 7.608695652173913},
{Epoch 5, Train_Loss: 0.43604913353919983, Valid_Loss: 8.45119571685791, Accuracy: 14.141414141414142},
{Epoch 6, Train_Loss: 0.6841369867324829, Valid_Loss: 7.885438442230225, Accuracy: 19.047619047619047},
{Epoch 7, Train_Loss: 0.30098721385002136, Valid_Loss: 8.086092948913574, Accuracy: 18.91891891891892},
{Epoch 8, Train_Loss: 0.7673725485801697, Valid_Loss: 7.04440975189209, Accuracy: 26.495726495726494},
{Epoch 9, Train_Loss: 0.47291573882102966, Valid_Loss: 6.15755558013916, Accuracy: 27.868852459016395},
{Epoch 10, Train_Loss: 0.23595155775547028, Valid_Loss: 6.003731727600098, Accuracy: 30.708661417322833},
{Epoch 11, Train_Loss: 0.5552799701690674, Valid_Loss: 7.2423176765441895, Accuracy: 29.545454545454547},
{Epoch 12, Train_Loss: 0.9332483410835266, Valid_Loss: 4.932618141174316, Accuracy: 33.57664233576642},
{Epoch 13, Train_Loss: 0.4017062783241272, Valid_Loss: 5.62708854675293, Accuracy: 37.5886524822695},
{Epoch 14, Train_Loss: 0.49641814827919006, Valid_Loss: 6.209802150726318, Accuracy: 37.93103448275862},
{Epoch 15, Train_Loss: 0.9211866855621338, Valid_Loss: 7.192584991455078, Accuracy: 33.557046979865774},
{Epoch 16, Train_Loss: 0.3118515908718109, Valid_Loss: 6.994260311126709, Accuracy: 37.254901960784316},
{Epoch 17, Train_Loss: 0.3463137447834015, Valid_Loss: 4.951233863830566, Accuracy: 43.31210191082803},
{Epoch 18, Train_Loss: 0.36413201689720154, Valid_Loss: 5.6617302894592285, Accuracy: 43.47826086956522},
{Epoch 19, Train_Loss: 0.3201383054256439, Valid_Loss: 5.428769588470459, Accuracy: 43.03030303030303},
{Epoch 20, Train_Loss: 0.027213698253035545, Valid_Loss: 5.574559688568115, Accuracy: 47.337278106508876},
{Epoch 21, Train_Loss: 0.1522960066795349, Valid_Loss: 5.167557239532471, Accuracy: 47.39884393063584},
{Epoch 22, Train_Loss: 0.251663476228714, Valid_Loss: 6.747394561767578, Accuracy: 49.43181818181818},
{Epoch 23, Train_Loss: 0.13586653769016266, Valid_Loss: 5.316160678863525, Accuracy: 49.16201117318436},
{Epoch 24, Train_Loss: 0.04096730798482895, Valid_Loss: 5.7337870597839355, Accuracy: 51.64835164835165},
{Epoch 25, Train_Loss: 0.1142551377415657, Valid_Loss: 6.372432231903076, Accuracy: 52.432432432432435},
{Epoch 26, Train_Loss: 0.1744980365037918, Valid_Loss: 4.6482062339782715, Accuracy: 53.191489361702125},
{Epoch 27, Train_Loss: 0.08088503032922745, Valid_Loss: 6.10764741897583, Accuracy: 54.45026178010471},
{Epoch 28, Train_Loss: 0.11575202643871307, Valid_Loss: 0.3888401985168457, Accuracy: 54.123711340206185},
{Epoch 29, Train_Loss: 0.2813248336315155, Valid_Loss: 0.7771293520927429, Accuracy: 54.82233502538071},
{Epoch 30, Train_Loss: 0.07832716405391693, Valid_Loss: 1.3697854280471802, Accuracy: 57.0},
{Epoch 31, Train_Loss: 0.2284802347421646, Valid_Loss: 0.7531751990318298, Accuracy: 57.635467980295566},
{Epoch 32, Train_Loss: 0.2618565261363983, Valid_Loss: 0.8575067520141602, Accuracy: 64.5631067961165},
{Epoch 33, Train_Loss: 0.16916614770889282, Valid_Loss: 0.6111339330673218, Accuracy: 67.94258373205741},
{Epoch 34, Train_Loss: 0.1152990460395813, Valid_Loss: 0.5383793115615845, Accuracy: 66.50943396226415},
{Epoch 35, Train_Loss: 0.15285421907901764, Valid_Loss: 0.44410714507102966, Accuracy: 77.20930232558139},
{Epoch 36, Train_Loss: 0.21072445809841156, Valid_Loss: 0.8628028035163879, Accuracy: 80.27522935779817},
{Epoch 37, Train_Loss: 0.24222926795482635, Valid_Loss: 0.5605183839797974, Accuracy: 79.63800904977376},
{Epoch 38, Train_Loss: 0.22015103697776794, Valid_Loss: 0.34057876467704773, Accuracy: 82.14285714285714},
{Epoch 39, Train_Loss: 0.19308015704154968, Valid_Loss: 0.4398271441459656, Accuracy: 80.08849557522124},
{Epoch 40, Train_Loss: 0.11704538017511368, Valid_Loss: 0.31972599029541016, Accuracy: 87.71929824561404},
{Epoch 41, Train_Loss: 0.2797541320323944, Valid_Loss: 0.546552300453186, Accuracy: 73.91304347826087},
{Epoch 42, Train_Loss: 0.15464995801448822, Valid_Loss: 0.4738157391548157, Accuracy: 86.63793103448276},
{Epoch 43, Train_Loss: 0.14653082191944122, Valid_Loss: 0.4068753719329834, Accuracy: 92.3076923076923},
{Epoch 44, Train_Loss: 0.10409998148679733, Valid_Loss: 0.31823310256004333, Accuracy: 88.13559322033899},
{Epoch 45, Train_Loss: 0.08683575689792633, Valid_Loss: 0.27010679244995117, Accuracy: 91.59663865546219},
{Epoch 46, Train_Loss: 0.08571061491966248, Valid_Loss: 0.2827976644039154, Accuracy: 94.16666666666667},
{Epoch 47, Train_Loss: 0.08392758667469025, Valid_Loss: 0.2987598478794098, Accuracy: 89.6694214876033},
{Epoch 48, Train_Loss: 0.03881560266017914, Valid_Loss: 0.32893797755241394, Accuracy: 88.93442622950819},
{Epoch 49, Train_Loss: 0.12204504013061523, Valid_Loss: 0.23695558309555054, Accuracy: 93.4959349593496},
{Epoch 50, Train_Loss: 0.07515977323055267, Valid_Loss: 0.10808660089969635, Accuracy: 96.37096774193549},
{Epoch 51, Train_Loss: 0.07203344255685806, Valid_Loss: 0.06987325102090836, Accuracy: 96.8},
{Epoch 52, Train_Loss: 0.07750368118286133, Valid_Loss: 0.058232784271240234, Accuracy: 97.22222222222223},
{Epoch 53, Train_Loss: 0.03966916725039482, Valid_Loss: 0.06340484321117401, Accuracy: 96.85039370078741},
{Epoch 54, Train_Loss: 0.04166153818368912, Valid_Loss: 0.08427049219608307, Accuracy: 97.65625},
{Epoch 55, Train_Loss: 0.03362000733613968, Valid_Loss: 0.2669476568698883, Accuracy: 98.44961240310077},
{Epoch 56, Train_Loss: 0.030374323949217796, Valid_Loss: 0.027211643755435944, Accuracy: 98.07692307692308},
{Epoch 57, Train_Loss: 0.05575309321284294, Valid_Loss: 0.008974969387054443, Accuracy: 97.3076923076923},
{Epoch 58, Train_Loss: 0.02793240360915661, Valid_Loss: 0.049511827528476715, Accuracy: 99.23076923076923},
{Epoch 59, Train_Loss: 0.01685319095849991, Valid_Loss: 0.29947173595428467, Accuracy: 98.46153846153847},
{Epoch 60, Train_Loss: 0.021317152306437492, Valid_Loss: 0.056943319737911224, Accuracy: 99.23076923076923},
{Epoch 61, Train_Loss: 0.01338525302708149, Valid_Loss: 0.017064493149518967, Accuracy: 98.46153846153847},
{Epoch 62, Train_Loss: 0.021153664216399193, Valid_Loss: 0.02117522619664669, Accuracy: 99.23076923076923},
{Epoch 63, Train_Loss: 0.032541628926992416, Valid_Loss: 0.3050329089164734, Accuracy: 99.61538461538461},
{Epoch 64, Train_Loss: 0.02619767002761364, Valid_Loss: 0.3808138370513916, Accuracy: 99.23076923076923},
{Epoch 65, Train_Loss: 0.04026729241013527, Valid_Loss: 0.012146646156907082, Accuracy: 99.61538461538461},
{Epoch 66, Train_Loss: 0.03205784410238266, Valid_Loss: 0.10684861987829208, Accuracy: 99.23076923076923},
{Epoch 67, Train_Loss: 0.015933217480778694, Valid_Loss: 0.05292719230055809, Accuracy: 99.61538461538461},
{Epoch 68, Train_Loss: 0.017899639904499054, Valid_Loss: 0.07708117365837097, Accuracy: 100.0},
{Epoch 69, Train_Loss: 0.014237864874303341, Valid_Loss: 0.11314599215984344, Accuracy: 99.61538461538461},

{******************************Training finished**********************************},

USING TEST SET: {loss: 1.198725938796997, acc: 63.45177664974619}
