{Epoch 0, Train_Loss: 0.533341109752655, Valid_Loss: 4.256670951843262, Accuracy: 22.299651567944252},
{Epoch 1, Train_Loss: 0.303841769695282, Valid_Loss: 3.983255624771118, Accuracy: 21.60278745644599},
{Epoch 2, Train_Loss: 0.08586233109235764, Valid_Loss: 4.480117321014404, Accuracy: 19.860627177700348},
{Epoch 3, Train_Loss: 0.13658960163593292, Valid_Loss: 4.536691665649414, Accuracy: 20.905923344947734},
{Epoch 4, Train_Loss: 0.011465273797512054, Valid_Loss: 4.5678629875183105, Accuracy: 24.390243902439025},
{Epoch 5, Train_Loss: 0.008870726451277733, Valid_Loss: 4.725327968597412, Accuracy: 21.254355400696863},
{Epoch 6, Train_Loss: 0.04812929406762123, Valid_Loss: 4.705827236175537, Accuracy: 25.78397212543554},
{Epoch 7, Train_Loss: 0.045946743339300156, Valid_Loss: 4.963675498962402, Accuracy: 22.64808362369338},
{Epoch 8, Train_Loss: 0.005383769515901804, Valid_Loss: 4.4320526123046875, Accuracy: 24.738675958188153},
{Epoch 9, Train_Loss: 0.007606548257172108, Valid_Loss: 4.662113666534424, Accuracy: 24.390243902439025},
{Epoch 10, Train_Loss: 0.00885682087391615, Valid_Loss: 4.9881086349487305, Accuracy: 27.526132404181183},
{Epoch 11, Train_Loss: 0.022263485938310623, Valid_Loss: 4.858312606811523, Accuracy: 26.13240418118467},
{Epoch 12, Train_Loss: 0.0017284975619986653, Valid_Loss: 5.039258003234863, Accuracy: 26.13240418118467},
{Epoch 13, Train_Loss: 0.04744912311434746, Valid_Loss: 4.886804580688477, Accuracy: 27.177700348432055},
{Epoch 14, Train_Loss: 0.026836415752768517, Valid_Loss: 5.249823093414307, Accuracy: 26.480836236933797},
{Epoch 15, Train_Loss: 0.00275898864492774, Valid_Loss: 4.810512542724609, Accuracy: 26.13240418118467},
{Epoch 16, Train_Loss: 0.0030746341217309237, Valid_Loss: 4.832452297210693, Accuracy: 27.874564459930312},
{Epoch 17, Train_Loss: 0.001904643140733242, Valid_Loss: 5.314223289489746, Accuracy: 27.526132404181183},
{Epoch 18, Train_Loss: 0.0025773525703698397, Valid_Loss: 5.12282657623291, Accuracy: 27.874564459930312},
{Epoch 19, Train_Loss: 0.00578309316188097, Valid_Loss: 5.341572284698486, Accuracy: 24.738675958188153},
{Epoch 20, Train_Loss: 0.02528960071504116, Valid_Loss: 5.0487542152404785, Accuracy: 26.13240418118467},
{Epoch 21, Train_Loss: 0.004254623781889677, Valid_Loss: 5.122549057006836, Accuracy: 25.78397212543554},
{Epoch 22, Train_Loss: 0.001646807650104165, Valid_Loss: 5.167375564575195, Accuracy: 27.177700348432055},
{Epoch 23, Train_Loss: 0.007124422583729029, Valid_Loss: 5.149184703826904, Accuracy: 28.222996515679444},
{Epoch 24, Train_Loss: 0.0053690518252551556, Valid_Loss: 5.01548433303833, Accuracy: 27.177700348432055},
{Epoch 25, Train_Loss: 0.003771289484575391, Valid_Loss: 5.149173736572266, Accuracy: 25.78397212543554},
{Epoch 26, Train_Loss: 0.0024692893493920565, Valid_Loss: 4.910217761993408, Accuracy: 27.526132404181183},
{Epoch 27, Train_Loss: 0.0023817173205316067, Valid_Loss: 5.307605743408203, Accuracy: 27.874564459930312},
{Epoch 28, Train_Loss: 0.004179650451987982, Valid_Loss: 5.28779411315918, Accuracy: 27.177700348432055},
{Epoch 29, Train_Loss: 0.0030245124362409115, Valid_Loss: 4.920170783996582, Accuracy: 26.829268292682926},
{Epoch 30, Train_Loss: 0.00264431769028306, Valid_Loss: 4.765854358673096, Accuracy: 25.78397212543554},
{Epoch 31, Train_Loss: 0.002518308814615011, Valid_Loss: 4.877908229827881, Accuracy: 27.874564459930312},
{Epoch 32, Train_Loss: 0.001214957912452519, Valid_Loss: 4.873148441314697, Accuracy: 25.087108013937282},
{Epoch 33, Train_Loss: 0.0016033968422561884, Valid_Loss: 5.089681148529053, Accuracy: 29.26829268292683},
