{Epoch 0, Train_Loss: 0.9644476175308228, Valid_Loss: 4.184227466583252, Accuracy: 14.0},
{Epoch 1, Train_Loss: 0.8414605259895325, Valid_Loss: 4.482149600982666, Accuracy: 20.81911262798635},
{Epoch 2, Train_Loss: 1.210523009300232, Valid_Loss: 4.4297614097595215, Accuracy: 22.390317700453856},
{Epoch 3, Train_Loss: 0.1604897379875183, Valid_Loss: 5.641496181488037, Accuracy: 25.068681318681318},
{Epoch 4, Train_Loss: 0.6678548455238342, Valid_Loss: 5.827689170837402, Accuracy: 28.87903736542115},
{Epoch 5, Train_Loss: 0.5873309969902039, Valid_Loss: 5.16856575012207, Accuracy: 31.010041346721795},
{Epoch 6, Train_Loss: 0.5518838763237, Valid_Loss: 6.041628837585449, Accuracy: 32.111111111111114},
{Epoch 7, Train_Loss: 0.4398340582847595, Valid_Loss: 6.66848087310791, Accuracy: 33.56128353498159},
{Epoch 8, Train_Loss: 0.15766508877277374, Valid_Loss: 6.25339937210083, Accuracy: 34.501752628943414},
{Epoch 9, Train_Loss: 0.45068269968032837, Valid_Loss: 5.071633338928223, Accuracy: 35.440613026819925},
{Epoch 10, Train_Loss: 0.3410109281539917, Valid_Loss: 4.169813632965088, Accuracy: 37.195402298850574},
{Epoch 11, Train_Loss: 0.3534878194332123, Valid_Loss: 3.2753565311431885, Accuracy: 41.34572819831784},
{Epoch 12, Train_Loss: 0.24389909207820892, Valid_Loss: 4.192361831665039, Accuracy: 41.75213675213675},
{Epoch 13, Train_Loss: 0.37452059984207153, Valid_Loss: 5.112483501434326, Accuracy: 43.79652605459057},
{Epoch 14, Train_Loss: 0.5622683763504028, Valid_Loss: 4.363497257232666, Accuracy: 44.46672012830794},
{Epoch 15, Train_Loss: 0.08108127117156982, Valid_Loss: 7.411774635314941, Accuracy: 46.728971962616825},
{Epoch 16, Train_Loss: 0.1273774653673172, Valid_Loss: 7.525086879730225, Accuracy: 47.32853353543009},
{Epoch 17, Train_Loss: 0.20652617514133453, Valid_Loss: 5.888886451721191, Accuracy: 48.522895125553916},
{Epoch 18, Train_Loss: 0.23192760348320007, Valid_Loss: 5.444210052490234, Accuracy: 49.20749279538905},
{Epoch 19, Train_Loss: 0.3564881384372711, Valid_Loss: 4.580440998077393, Accuracy: 50.03518648838846},
{Epoch 20, Train_Loss: 0.45120304822921753, Valid_Loss: 4.076168537139893, Accuracy: 51.80598555211558},
{Epoch 21, Train_Loss: 0.6162465810775757, Valid_Loss: 4.3992414474487305, Accuracy: 52.72727272727273},
{Epoch 22, Train_Loss: 0.449307382106781, Valid_Loss: 2.8643617630004883, Accuracy: 52.275725593667545},
{Epoch 23, Train_Loss: 0.5578676462173462, Valid_Loss: 2.425191640853882, Accuracy: 55.0921435499515},
{Epoch 24, Train_Loss: 0.24490585923194885, Valid_Loss: 4.389207363128662, Accuracy: 58.81979695431472},
{Epoch 25, Train_Loss: 0.3519180715084076, Valid_Loss: 3.6968636512756348, Accuracy: 58.161993769470406},
{Epoch 26, Train_Loss: 0.3344796299934387, Valid_Loss: 0.45388367772102356, Accuracy: 61.00397918579737},
